uid,user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
15393,3KK7L2Q6NMfJA1Ky4Ntmdg,Ivy,1305,2008-08-31,2711,2136,362,0,3,242,45,24,51,14,182,330,422,422,272,173
15395,2l0O1EI1m0yWjFo2zSt71w,Shiho,2828,2005-07-02,823,732,735,0,3,1015,106,85,77,40,346,737,1053,1053,394,253
15407,jySfdWP1M2peTweCi17zyA,Michael,1608,2013-10-20,1057,76,64,0,3,12,20,2,1,0,26,78,13,13,39,45
15454,ysCBsXWPB-LAiewVS3jZfQ,Jando,3071,2006-11-08,42953,25290,32681,0,3,2710,296,340,124,218,2770,10372,5117,5117,1198,392
15466,UYcmGbelzRa0Q6JqzLoguw,Emily,1618,2010-10-18,1474,1137,1298,0,3,578,38,32,21,17,268,983,1251,1251,295,418
15668,iwkoNii9w7LK2tNQJ6UCug,Joyce,1307,2010-06-19,40,9,0,0,4,2,4,2,0,0,10,10,6,6,5,2
15728,Y3QU8Jj3lYuVa2LmunvnRg,Jen,1481,2006-11-19,326,314,311,0,3,1108,47,46,226,15,242,257,616,616,140,88
15729,7LmJ87EijrHcoYRu9WgoHg,Jack,1033,2007-01-24,267,133,76,0,3,304,33,17,20,1,202,201,365,365,125,30
15759,AkIZlaQe7GUXttx_epYcfg,Jordan,1182,2007-01-17,7730,1865,3860,0,3,420,34,22,8,15,516,1032,1091,1091,146,70
15805,RKfETgoe0wuZds8EMDBw0Q,Marcus,1015,2008-03-13,770,75,61,0,3,68,8,6,1,0,35,48,75,75,40,23
15807,mhp7ixQA9dqRqXKYcW3F7Q,Amy,1174,2010-07-14,693,106,589,0,3,58,15,10,2,26,76,152,135,135,77,6
15900,yeGIAyHixJrIe-zmXiePWQ,Adam,1154,2006-09-30,106,65,102,0,3,31,18,5,0,0,74,66,109,109,41,4
16034,wm97KC6G0resSDXTmNIMKw,Dwain,1190,2012-06-08,282,260,261,0,4,15,14,5,4,2,36,160,91,91,28,41
16083,Xj0O2l0bp633ebmG468aZw,Andrew,4241,2005-07-18,52,45,36,0,3,114,40,29,4,6,96,208,199,199,47,10
16091,7bwDw99gKkuxr-zBtzqvCg,Jake,1164,2007-10-09,110,83,107,0,3,232,32,13,19,5,181,204,289,289,77,11
16114,9bxdPvAhP6cuipD5s2UnCg,Tam,1390,2007-02-17,5612,3384,7229,0,3,1805,126,118,186,30,529,1788,2059,2059,703,82
16199,F_5_UNX-wrAFCXuAkBZRDw,Rodney,1105,2008-11-17,18099,17472,17443,0,4,1971,132,115,54,45,1021,2824,2603,2603,1093,1168
16212,npD9KeIpB7PX3OwBMxZ3EQ,Daisy,1433,2009-01-25,766,638,909,0,3,154,15,11,6,6,110,215,201,201,89,40
16228,ZIOCmdFaMIF56FR-nWr_2A,Randy,2091,2011-01-07,2421,1104,2378,0,3,791,187,78,23,90,464,2017,1500,1500,1321,386
16230,a4mO387_O77ebmv8AlQB3A,Dave,2059,2013-06-16,13419,13137,14432,0,3,598,80,27,0,2,395,883,1186,1186,486,761
16269,aKN3Fq2uaRJTwZRPlI5GcQ,Alex,2160,2010-06-15,1891,289,616,0,3,557,112,84,46,41,1034,4697,1508,1508,788,250
16284,oZ4zwTAR2C9kGUL2aCGccQ,Bert,1124,2006-09-16,45,5,17,0,3,27,8,1,1,1,29,38,33,33,18,3
16314,Ggx8iUdJ7lsQSqXRuclXtg,Nadine,1096,2010-10-18,13572,9033,37288,0,4,7628,216,92,97,27,1735,4477,7424,7424,1914,3919
16316,--2vR0DIsmQ6WfcSzKWigw,Harald,1089,2012-11-27,105322,104820,105287,0,4,6334,2014,2143,1168,934,3031,10679,10382,10382,5165,20704
16341,DXh8yxwZCg5Ckj5kmDvKXw,Michael,1025,2008-02-13,161,142,164,0,3,220,24,18,13,14,167,189,338,338,78,35
16471,duymKKwUruH8GwbvcaFd0w,Gene,1104,2005-07-24,217,100,130,0,4,94,6,7,15,12,49,59,116,116,24,28
16490,dt9IHwfuZs9D9LOH7gjNew,P,1194,2008-10-20,1247,848,1084,0,4,58,26,7,5,4,191,323,251,251,80,57
16502,PdpWp_j67Nfr_oQF-4yKUw,Kenneth,1085,2006-03-31,9360,2218,3900,0,3,51,14,9,1,7,42,52,92,92,88,6
16506,RkVNb4DpKwehS3FAziAMVA,Kelly,1569,2007-03-20,309,82,246,0,3,30,20,6,1,3,40,47,62,62,21,12
16806,4u8zZaT5m7nO1WazdKA2sw,Nino,2061,2009-10-13,4212,3371,3977,0,3,856,74,113,35,55,870,1997,1642,1642,420,100
17052,xXQTdJXPGOP-NUYctcQw8g,Gavin,1091,2009-09-24,97,183,92,0,3,11,5,2,1,2,7,39,24,24,29,0
17276,ZaoX1v2xikBd9NXZK1eADQ,Paul,1005,2010-10-19,122,48,11,0,3,3,2,0,1,1,5,6,15,15,9,4
17323,6s-g2vFu12OemhiK3FJuOQ,Dave,2315,2007-02-14,186543,84385,166645,0,3,3605,270,339,409,238,1542,4947,4830,4830,766,1393
17353,AHRrG3T1gJpHvtpZ-K0G_g,Brittany,1386,2011-04-25,37040,1940,41747,0,4,501,88,23,19,19,1273,3951,1114,1114,349,339
17404,ir689oBNmrJXOspb4yq_Jg,Kim,1761,2008-01-17,117,77,111,0,3,27,18,3,9,5,32,33,54,54,26,24
17418,C2C0GPKvzWWnP57Os9eQ0w,Clint,1053,2009-06-24,2791,1902,1962,0,3,194,21,20,5,25,121,386,424,424,256,95
17426,ZYZNcugF3xUEGyLOVGiZ0Q,Carol,2657,2007-01-04,256,189,147,0,3,860,80,49,26,53,426,912,932,932,314,25
17459,-VOylYXNq7sG6As966yTxA,Paul,1069,2008-07-21,5289,5062,5430,0,3,876,74,65,24,221,546,1659,1245,1245,403,52
17558,cMEtAiW60I5wE_vLfTxoJQ,Jennifer,3480,2009-05-02,44,9,2,0,4,37,10,15,3,0,58,108,88,88,41,11
17585,wzyGNvArcpUjZauRWFrKHA,Bill,1916,2011-05-15,2865,2146,1659,0,3,214,25,14,0,6,200,638,479,479,151,142
17599,HyXK2GNR9i4SWpLQGOqQYQ,Lynn,1006,2009-12-16,1212,540,724,0,3,61,11,5,5,6,75,172,145,145,62,23
17611,Yjer78RnYr7OCzirgdcOaw,Louis,1892,2010-02-15,505,990,1971,0,4,721,111,72,79,35,1060,2510,1152,1152,229,160
17635,l-tDF960t9BakjyH34XfTA,Tiffany,1491,2010-07-17,1807,740,1876,0,3,144,16,9,10,10,134,258,271,271,112,72
18040,WDpvs6U_TCx4799oxXcnag,Cassandra,1220,2009-02-20,106,25,37,0,3,310,43,34,15,5,147,428,618,618,208,145
18068,40MywB-9aaAPmqRkThlaWw,Scotty,1138,2007-02-04,1215,1202,1206,0,3,935,115,55,130,28,519,920,1319,1319,307,229
18075,HXOfPXPMvdXNpQ_l0RRjKw,Jeffrey,1442,2010-08-16,4515,1930,3439,0,4,175,32,16,21,23,369,1483,479,479,183,73
18332,5jJjY5_R06Og56VfjIc66A,Michael,1161,2013-03-28,6388,2709,3324,0,3,183,45,17,8,1,113,395,294,294,169,118
18392,qlC607Cyp0Mj91vDFvkp3Q,Nicole,1429,2010-04-16,7583,3517,5292,0,4,378,45,48,40,25,677,1763,786,786,251,140
18395,qibGLHABNReGeJr2w4_8yQ,Amy,1048,2008-02-21,6018,5327,5471,0,3,409,30,9,5,6,236,484,477,477,147,18
18405,odq8SUSIT8narMOKlZrg6Q,Don,1234,2007-10-17,1217,1045,1424,0,3,46,8,10,1,8,76,244,98,98,40,10
18411,X8XtoFBoAiHrw3rZ4v8cRQ,Corey,1542,2007-12-08,9652,3682,10427,0,3,263,64,25,13,25,439,921,714,714,181,95
18498,b_Z2vamgc15EzlHeW9t6yA,Susan,1705,2007-01-03,20224,2068,5195,0,4,74,15,12,1,2,58,183,80,80,42,2
18502,re3AdczLFP4D7xwI6DkBNA,Vicky,2525,2006-10-06,5504,2180,6207,0,3,1256,71,44,73,30,275,834,861,861,257,43
18569,oeFiWvoOG0hpMOXXxblfyQ,Coty,1404,2009-01-05,12511,12378,12740,0,3,237,30,17,19,24,229,437,399,399,226,101
18588,fiGqQ7pIGKyZ9G0RqWLMpg,Margret,1320,2010-05-04,8,3,0,0,3,15,9,3,1,3,22,47,29,29,38,1
18664,Um5bfs5DH6eizgjH3xZsvg,Dianna,1987,2011-12-05,224,39,61,0,3,151,10,5,5,0,93,82,138,138,140,76
18697,d4vqfqDzNFvYppXMPjJrow,Tom,1154,2013-03-28,3865,665,1449,0,3,29,15,2,4,1,116,184,93,93,41,13
18698,2hMNc8G87MGYw4PomxT8AQ,Cassie,1578,2005-12-10,756,509,759,0,3,60,17,5,7,4,82,147,92,92,31,10
18896,evDmfYHbxqDAy8_27bAUNg,Laura,1481,2009-02-12,561,523,511,0,3,890,118,47,102,19,511,805,1003,1003,665,379
18942,CxDOIDnH8gp9KXzpBHJYXw,Jennifer,5596,2009-11-09,1143,1643,877,0,3,582,175,32,60,92,1123,3126,1278,1278,400,995
18953,GHoG4X4FY8D8L563zzPX5w,Hannah,3227,2012-08-22,7227,2041,5871,0,3,1761,130,95,40,12,1419,2822,2411,2411,994,1020
18955,RtGqdDBvvBCjcu5dUqwfzA,Shila,10421,2010-10-17,129,55,1,0,3,82,17,3,5,7,103,151,134,134,86,8
19199,ELcQDlf69kb-ihJfxZyL0A,Brad,1349,2009-11-10,666,539,524,0,3,83,14,0,3,1,142,190,51,51,17,17
19211,bVthsfeUU3Bd5AeJLqKT-w,Flora,1005,2010-08-26,2,0,2,0,3,173,16,14,30,7,65,153,243,243,213,65
19215,pDfL8xt8F8ls0-kQIG_ADg,Earl,1211,2007-05-22,9139,7716,9467,0,3,3690,312,415,96,121,1079,3218,4474,4474,1621,6052
19226,dHxvSPU6PZqX1LQRXajGDQ,Kimberly,1428,2011-04-06,16908,15651,16236,0,3,466,54,94,46,21,126,480,1157,1157,353,747
19293,IwHLuykqqmGVNHJ_UCwXWg,Marqus,2846,2010-12-17,1837,1112,1376,0,3,504,106,49,16,9,674,1390,1038,1038,616,298
19294,kxj7TPtJY2zbEjGV0PYfAA,Jenna,1271,2008-08-04,14324,14128,14033,0,3,390,35,28,34,21,155,309,378,378,127,16
19349,1Sl_w3Reyrirhxp4wpW4lQ,Chris,1129,2009-05-24,1711,196,554,0,3,105,33,15,2,3,197,535,363,363,112,122
19374,UVxY0iyPaqY7s4BSFtt-xA,Wanugee,1921,2007-06-11,7467,1746,7161,0,3,3043,237,214,250,127,1288,4072,4352,4352,1365,849
19629,gvyYZgFdBbcT3xGjWOvZag,Frances,1184,2007-05-17,71,55,48,0,3,390,106,89,28,70,180,389,681,681,437,89
19634,bLbSNkLggFnqwNNzzq-Ijw,Stefany,3463,2011-06-29,7207,9405,14849,0,3,500,54,36,17,10,538,1006,1037,1037,542,433
19645,Qjrn5UsK2HBZxx40HYA1iQ,Holly,1238,2009-08-25,29,10,5,0,3,33,5,7,9,12,27,37,54,54,26,13
19699,lLfcbYGTeVxQN5Ig0ompJg,Elena,1944,2008-07-22,8095,8074,8092,0,3,1221,94,119,36,17,432,709,1347,1347,558,850
19700,n86B7IkbU20AkxlFX_5aew,Jade,1175,2009-04-28,370,133,373,0,3,543,47,60,30,29,497,674,838,838,390,108
19702,ACwBMSJzgW6vOvV7vOrk8Q,Matthew,1215,2010-12-16,222,193,169,0,3,68,13,11,3,6,69,118,151,151,67,9
19704,z_9oeZ5aN8g8AzPNENht8w,Anne,1555,2007-06-21,34,15,7,0,3,37,12,4,2,3,49,67,70,70,35,16
19731,UQFE3BT1rsIYrcDvu_XVow,Mike,1362,2005-07-22,235,57,75,0,4,42,10,7,7,6,41,86,102,102,36,17
19757,gqL5KBs2oS7qobnyd99iKg,Stacy,1060,2011-12-20,15025,14970,14929,0,3,207,17,9,7,0,120,616,515,515,103,129
19848,RTf8APWVR5HW6Ej5qJRX9Q,Stefan,3192,2013-02-21,124,29,35,0,3,7,14,4,1,0,42,170,31,31,75,27
19855,53bZ_EsXH71L7iFs5MP9_w,Cynthia,1909,2006-02-10,1616,718,1748,0,3,593,34,27,49,45,175,257,533,533,163,111
19907,OgYi5x02MBukfxPNFe1ePg,Colleen,1516,2009-09-17,9445,1338,4957,0,3,1022,147,77,117,66,1103,4044,1703,1703,514,399
19921,o2nV6JuhnaEyPE0k2M1y0Q,Hue,1138,2007-11-06,324,66,427,0,3,111,23,14,22,12,115,200,244,244,66,87
19997,hizGc5W1tBHPghM5YKCAtg,Katie,1239,2009-05-22,12286,1286,8821,0,4,6080,385,388,358,251,2699,12370,6751,6751,2347,1234
20249,hsu9lyXiAX5dQD4lLzYyyA,Fred,1429,2010-07-31,553,6,645,0,3,46,17,2,3,11,157,361,104,104,209,92
20347,Q4Qfu-3vYtL1LRm2X1b0Gg,Albert,1220,2009-03-29,2840,1007,1643,0,3,86,9,6,1,0,56,82,80,80,17,9
20365,SAfNyiLVgPZzp_aGpXnfwg,Chris,1391,2013-12-22,15,3,3,0,3,7,3,2,1,0,20,50,15,15,28,19
20531,YttDgOC9AlM4HcAlDsbB2A,Phil,3039,2009-09-02,12473,11198,14873,0,3,3660,234,248,139,151,2192,6946,4632,4632,1729,693
20538,YRcaNlwQ6XXPFDXWtuMGdA,Chris,1729,2009-06-16,704,446,691,0,3,169,30,19,6,20,188,311,245,245,100,65
21367,om5ZiponkpRqUNa3pVPiRg,Andrea,2527,2006-01-18,83657,10878,40093,0,3,1283,134,73,211,101,1292,2133,1549,1549,399,160
21368,LyrAjv8V6HWkceuTB4Xtkw,Duke,1131,2008-08-18,71,90,23,0,3,143,29,14,4,26,88,226,305,305,137,13
21389,u2NjjrFtg4ZMsoDXtDBqjA,"Laura Kate",1165,2009-10-19,130,122,66,0,3,29,10,4,1,1,23,32,59,59,43,1
21440,VYOQLKuR0Ugy9lU-QiOuLw,"Realtor Karl",1955,2008-12-21,22,0,20,0,3,3,3,0,2,0,27,18,23,23,15,0
21552,N3oNEwh0qgPqPP3Em6wJXw,David,1048,2011-01-26,82,60,80,0,3,236,14,14,6,12,147,310,360,360,224,44
21729,fwSsSQXLvip6MkayAa_vyQ,Kathleen,1053,2010-10-17,13243,7227,9814,0,4,531,67,48,50,24,384,774,942,942,529,69
21855,3UIa8YVjETNwJwnOl4SEdg,Vic,2058,2010-09-04,6024,3236,1474,0,3,122,52,16,7,1,172,264,346,346,131,69
22093,VdUjcjZeSF7sH8Z-OZfIag,H,1023,2009-10-03,639,185,114,0,3,21,7,4,2,2,19,23,26,26,20,5
22878,Cy1PV2TdYeDFA16mUOlr3Q,S,1199,2010-01-20,32,10,4,0,3,20,4,4,3,10,22,49,39,39,44,4
24225,w-w-k-QXosIKQ8HQVwU6IQ,Anthony,2724,2009-03-13,50394,43046,44801,0,3,7621,830,934,212,327,3175,11563,12991,12991,5652,3785
24507,BOU25_BWQnLdFJBKUe2XdQ,M,1785,2008-11-25,1102,262,553,0,2,26,9,2,4,0,81,163,49,49,11,22
24554,9akppeqi5dnaIqPyJ75aCw,Mimi,2301,2009-04-01,940,652,1175,0,3,496,74,39,51,33,217,951,795,795,404,78
24557,XYSDrIef7g4Gmp3lNFVO6A,Neal,4053,2007-07-19,15717,2496,61941,0,3,534,67,53,26,64,630,1075,909,909,226,108
24564,LPTq2-fZ9_TsG5o8lAWCGg,Vicky,1617,2006-08-31,165,113,93,0,3,449,52,18,34,11,144,190,394,394,133,24
25436,y1PFtSTmU0YFqeXfXcLqdw,Donna,1271,2013-08-16,4513,3816,3939,0,3,15,12,3,1,0,36,48,27,27,29,8
26193,9EeEpkZg5jV18N_KvrcT6g,Lauren,1085,2009-06-08,2227,788,1608,0,3,148,38,13,3,17,153,592,388,388,82,52
26194,0KjqHIouprEuBr_8A9BJ_Q,Jonathan,1106,2008-08-20,4531,3709,4324,0,3,674,91,121,23,46,581,1036,1517,1517,289,225
26196,-G7Zkl1wIWBBmD0KRy_sCw,Gerald,1819,2012-12-16,13573,1586,10189,0,3,187,51,11,1,0,328,579,601,601,383,151
26198,ot3m-jIwFMFFCMG1bkLZgQ,Ninette,1344,2011-03-11,258,185,89,0,3,114,28,13,9,11,119,224,203,203,118,11
26541,C6LV0p8L6IfBfh1YFRkWzQ,Elizabeth,1207,2008-07-16,5657,4626,5009,0,3,216,12,11,8,11,118,347,367,367,165,94
27397,5iRCT4uAsyP1UoEUoxbylA,Marj,1185,2009-12-11,132,148,46,0,3,52,10,1,3,10,49,231,108,108,90,5
32103,yz0s55qwi_WqVjmbyZ9ICw,Brian,1398,2010-01-11,35,3,3,0,3,2,6,3,1,2,20,19,8,8,26,1
34316,NoOaVw8YAe4SlgWGLWMY8Q,Yan,1563,2009-02-15,735,676,681,0,4,92,18,13,5,0,91,140,236,236,155,12
34556,j_orXueAYJBft-VUNbs1IA,Mark,1555,2010-12-24,2170,327,1330,0,3,37,17,11,1,5,119,182,92,92,35,54
34636,RgDVC3ZUBqpEe6Y1kPhIpw,Monica,1280,2009-02-23,14959,6384,13021,0,4,1261,102,108,137,65,898,2578,1729,1729,551,177
34863,UQa9RqoJZWAawzqN-2pT2Q,Francine,1397,2008-01-28,1009,975,1001,0,3,1208,137,70,138,38,362,845,1472,1472,652,261
34926,RhpaXVpwiMoVs4gQMehauQ,Glen,1071,2011-02-14,684,47,39,0,4,9,12,1,0,0,30,44,36,36,34,12
35006,iSqAA0keruU-ZZro7jW0zQ,Zewditu,1177,2010-08-15,923,188,28,0,3,22,4,0,1,6,15,38,56,56,47,9
35427,ACUVZ4SiN0gni7dzVDm9EQ,Tiffany,2001,2007-03-15,20738,3486,21827,0,4,1562,112,127,287,107,1362,4419,2841,2841,588,273
35431,sXJwXEHR64393fWO4Qdq6A,Kim,1042,2008-08-25,105,63,79,0,4,15,9,3,7,2,41,56,24,24,15,9
35489,S90cznhfdL29yMSEZ_EnJQ,"Emma Louise",1367,2009-09-03,2427,1192,2119,0,4,760,193,123,125,82,538,2714,1720,1720,595,150
35517,igaoaFNkX7ieMuyUBg0u5w,Leang,1891,2006-06-18,203,63,68,0,3,60,19,8,15,10,70,122,114,114,35,5
35530,GwlrUwkULm4ZLN-Kum5nag,Ian,3639,2007-02-20,1211,122,1316,0,3,95,42,8,6,6,109,212,135,135,138,25
35696,krz6KPtOMU4Z0cMCGaacCA,Ann,1018,2010-01-23,2685,1033,2753,0,3,92,6,5,6,2,137,287,232,232,144,133
35717,Ed20T0T3jkAqVBBiyXju6A,Jen,1719,2008-03-06,617,198,112,0,3,50,10,9,5,1,33,63,49,49,54,5
35926,9u8D55VqYWZWdgTO0FxuYA,Josh,1199,2009-08-31,47,49,44,0,3,15,6,1,1,0,31,65,47,47,28,11
36068,iQbqQwF6ttvdMbpbqEGIaQ,Ninja,1298,2006-12-02,1637,428,1013,0,3,193,26,11,19,13,212,202,281,281,98,28
36523,eCcjxh8zjAqn-kZVWZ_HJQ,Katie,1087,2005-08-07,306,378,303,0,3,82,27,12,22,35,107,117,188,188,89,31
36660,9df8KToLljo-v--Wke2W1w,Chelsea,1300,2008-11-23,1157,796,719,0,4,111,10,11,17,5,50,159,152,152,77,43
36821,TmljCl6px9_1D-V1dEUR-w,Alf,1330,2009-04-10,3,2,1,0,3,3,3,1,0,0,6,4,5,5,3,1
37042,6ce1NSAUt1Kr7efrLI8XQA,MICHELLE,1886,2009-06-01,8343,5427,8744,0,3,1969,157,71,88,53,1406,3814,2011,2011,578,307
37043,P6_r7O8zEjnxTSBkS6WYfg,Rho,1047,2008-10-02,19,28,23,0,3,812,80,61,110,15,251,431,756,756,572,314
37625,bs_FiiqQNyUg6Fh_WqyLyQ,Brandon,1084,2006-11-19,183,150,102,0,3,35,10,5,3,1,36,66,59,59,17,7
37749,8ZryN_S-n48g6rsa3W3QtQ,Dani,1868,2008-10-27,25153,25100,25067,0,3,4621,579,327,94,133,1548,2669,4351,4351,2291,1465
37775,MoCD_-Eh_j6-dI0V57hG9g,Amy,1113,2010-09-25,848,449,565,0,3,266,29,6,10,5,136,362,408,408,106,83
37976,RlXfOTtpgTfcisRmukrGbw,Jenn,1489,2006-12-15,5869,4374,5205,0,3,346,28,25,10,7,260,432,450,450,151,33
38017,B1829_hxXSEpDPEDJtYeIw,Jin,1009,2007-02-19,55,78,64,0,3,55,14,9,4,10,48,84,105,105,33,31
38063,kw4Q3Qfj_8WxjTNExSi1hw,Lili,2525,2009-02-19,130,114,102,0,3,84,22,18,14,9,50,126,130,130,39,17
38300,EbbOIQ5oAamS9D_B_7cC7w,Ryan,1065,2008-11-26,949,739,832,0,4,81,28,12,2,4,54,126,101,101,83,6
38701,XHuNSjrPA3Vyi7n4iVhZaQ,Maria,1115,2005-06-06,94,135,107,0,3,1081,67,39,110,50,185,332,616,616,191,29
38774,pou3BbKsIozfH50rxmnMew,Brett,1500,2012-01-11,12732,10636,11219,0,4,283,79,24,10,26,989,3319,992,992,414,160
38827,IucvvxdQXXhjQ4z6Or6Nrw,Sunil,2252,2009-01-28,12,3,10,0,3,70,10,6,3,2,50,74,118,118,42,7
39136,82dCHyU-ANOgdhxUgZsUeg,Marlon,2123,2008-12-31,245,217,228,0,3,73,13,14,10,2,133,185,225,225,93,22
39501,0kSXMbNFo7mdwTPj4iQv9A,Archie,1016,2008-11-25,1246,1189,1170,0,2,1111,244,136,148,46,838,2854,1451,1451,890,81
39852,6EWIu6Ea04qcFAL3XSalvQ,Briony,1298,2012-09-21,22594,5320,9444,0,4,924,100,15,38,10,1092,5866,2340,2340,715,278
40616,fdRGp5Mp2Cbl5JTei-Mibg,David,1165,2009-10-16,142,60,36,0,3,13,7,3,1,7,20,40,44,44,24,4
40665,JnGtgOPpkjyWOvWM0SYEXg,Hen,3021,2006-03-29,3360,3069,3008,0,3,2421,204,285,198,63,673,1464,2038,2038,917,1548
41115,nkN_do3fJ9xekchVC-v68A,Jeremy,1301,2004-10-12,30911,3700,3272,0,3,1297,165,144,248,44,799,1202,1921,1921,412,469
41177,8RcEwGrFIgkt9WQ35E6SnQ,Dan,7519,2009-11-06,51,70,43,0,3,35,23,6,4,14,130,209,94,94,66,76
41190,qrzo6epsAUau7pC-EWSPKA,Sushi,1093,2007-04-02,6,5,1,0,3,14,13,2,0,1,22,28,36,36,21,0
41598,sm6AzP6HSQhI9j9V_oiPWA,Ocee,1195,2008-04-23,1629,105,600,0,2,50,7,4,4,7,38,60,53,53,39,29
41601,6EHbIv5w2I4XbXs3dG_D1Q,David,1888,2008-04-08,11303,744,5271,0,3,494,196,218,129,110,521,767,946,946,479,99
41613,syvwUKQJ4OYfmL_ixVLMeQ,Tina,3809,2008-06-30,1031,4839,4979,0,3,617,66,60,38,8,296,491,927,927,369,132
41653,VHdY6oG2JPVNjihWhOooAQ,Jessica,1782,2005-07-21,38812,1560,20073,0,4,5778,341,367,951,150,1578,7140,6254,6254,2061,499
41654,WWnhqRnWWjutMqh-2SzEuQ,Steph,2795,2008-07-09,393,321,367,0,4,748,79,54,65,63,218,562,792,792,846,111
41681,AK_jwiwOcW4YU-dlh-uciQ,Kent,1567,2011-11-14,14486,922,13815,0,4,108,13,4,1,0,116,742,210,210,51,34
42098,msOVLjTebf51njN6n22CiQ,Chris,1054,2008-11-21,13,8,2,0,3,2,0,1,2,0,10,8,8,8,4,2
42501,_K9sKlA4fVkWI4hyGSpoPA,Robert,1023,2011-09-22,9355,5442,9894,0,3,1502,656,1314,438,216,2312,2629,2561,2561,1327,1918
42722,kNL4SpfIdMC8GywGayDEOw,Kenny,1018,2010-08-30,45,11,20,0,3,23,5,2,1,2,26,55,50,50,32,3
42763,jpIGlAym6z88W2xzHiK5_A,Denise,1637,2015-02-26,83,23,23,0,3,14,2,0,0,1,14,14,22,22,12,5
43424,_BcWyKQL16ndpBdggh2kNA,Karen,3735,2008-05-29,51673,1818,8060,0,3,222,53,28,15,29,215,466,346,346,144,30
43443,0CKo5RHHoN6AI7vSMnKV_g,Timmy,1370,2009-06-30,25037,20241,21302,0,3,3046,465,257,68,71,1240,5080,4149,4149,2031,3286
43500,fgkJ6KUlrmbKyLDQervxsw,Bailey,1188,2008-01-26,855,842,840,0,3,117,17,14,7,6,82,127,250,250,85,51
43529,bN25cOkFDluT1NjMNkWqAQ,KaThy,1112,2010-07-27,197,99,130,0,4,102,8,6,21,3,84,103,129,129,69,39
43559,-FZBTkAZEXoP7CYvRV2ZwQ,William,1063,2015-02-19,7667,7667,7676,0,4,89,23,9,0,1,74,212,326,326,83,152
44008,E_GAXhVA1_lVC2aFpMQElA,Alden,3201,2009-09-03,172,62,75,0,3,70,21,32,9,2,186,258,279,279,150,28
44010,kKTcYPz47sCDH1_ylnE4ZQ,Pegah,2079,2010-09-26,117,28,71,0,3,71,15,14,6,2,67,133,141,141,109,27
44014,Mcrnc7O4-yyPyu0iLbb8aA,Jeff,1136,2009-03-03,43,27,30,0,3,12,10,5,0,1,28,38,49,49,24,6
44133,mDBAmEsyxuVTTT70dK-dqA,Elsie,1431,2008-01-17,796,594,836,0,4,274,44,34,28,12,95,226,270,270,125,76
44403,nl8gWLDo6U6MjqzbBmE_9A,Vivian,1287,2008-08-04,199,32,78,0,3,46,11,1,1,9,32,146,98,98,45,46
45629,LOi1qbpl2hTP0cwSDDuyBQ,Shirley,1249,2010-03-20,130,132,119,0,3,85,9,6,1,0,39,84,89,89,23,7
45767,eUmVXP9UnoWtz9NSBwY4jA,phil,1053,2005-08-19,5503,3296,5193,0,3,1807,99,52,403,95,561,1012,1791,1791,268,150
45779,Ev55kUL77kZk6xCYam5www,Kali,1008,2008-05-02,194,36,37,0,3,27,12,9,7,5,29,48,75,75,56,9
46213,RmXIjppHNtVveguN10iO1g,Kevin,1331,2006-12-29,88295,17717,59797,0,3,2808,261,276,386,171,3189,4581,3897,3897,782,359
46550,3lUkFxUQKeMUYH7-z_kmjg,Angela,1671,2011-04-11,10983,4753,8255,0,3,296,41,22,24,7,306,600,464,464,246,13
46574,2bHSZhM0huV8LRh3YHaOSQ,Jennifer,1661,2006-03-08,1945,1305,1909,0,3,822,48,28,102,26,266,357,508,508,94,33
46575,P3usQcIegPCl-cdH4IDirg,Sean,2738,2007-07-27,89,62,66,0,3,323,51,56,29,40,260,290,473,473,326,66
47955,1dQiuUvvK8427TBmqj_4Vg,Amy,1666,2010-02-18,1653,913,1370,0,4,520,36,29,35,5,330,740,685,685,202,193
48193,L0hIDvoJUMNHSK_vEWGiFA,Richard,1056,2007-08-21,604,764,555,0,3,67,12,6,18,10,65,123,145,145,24,9
49021,7dnh9OrD8LekBwvachGH5Q,Darrell,1617,2012-10-13,314,190,161,0,2,144,13,9,1,3,73,118,178,178,40,21
49243,0f_0XfO2qcgNwSJAHwfR9g,James,1005,2010-12-10,157,97,123,0,3,88,7,9,10,12,46,113,102,102,53,17
49244,Bf87HcPERF9yiSjb2tQBqw,Kevin,1597,2005-01-11,1047,530,1130,0,3,400,76,20,86,9,244,425,532,532,380,71
49776,sOzeK0dE0BYx4Mc8dmoenQ,Janet,2139,2008-03-27,2871,2062,2076,0,4,5501,510,462,354,95,2256,4974,6137,6137,1555,2031
50403,5aCEquYmXUIsWmpUp1gqxA,Kathleen,1513,2007-03-10,1624,861,622,0,3,203,25,15,63,13,214,220,301,301,69,15
50427,NNL1zLTP2J_SOputgoPYeQ,Alex,1039,2011-02-27,27952,1052,21951,0,4,229,35,24,15,23,1175,2609,874,874,253,123
50494,4ZfcCa4m5RWvO4EFzfYm1A,Eli,1293,2007-11-05,5872,5801,5756,0,3,940,105,106,101,113,828,783,1557,1557,633,1122
50503,9uf4g85B_gz2W4d_GZI-Wg,Jason,1043,2007-08-07,25,16,2,0,4,36,10,9,3,1,39,46,78,78,41,0
